latitude,longitude
-18.4554963,29.7468414
51.44770365,5.966069282055592
2.8894434,-73.783892
42.6384261,12.674297
46.7985624,8.2319736
45.8133113,14.4808369
47.2000338,13.199959
47.4193087,13.2148878
45.5643442,17.0118954
52.7954791,-0.5402402866174321
55.670249,10.3333283
1.357107,103.8194992
4.5693754,102.2656823
14.8971921,100.83273
13.5066394,104.869423
13.2904027,108.4265113
36.5748441,139.2394179
-18.1239696,179.0122737
